category;language;item
Économie et travail;fr;rbc
Économie et travail;fr;cibc
Économie et travail;fr;banque scotia
Économie et travail;fr;td canada trust
Économie et travail;fr;reer
Économie et travail;fr;reee
Économie et travail;fr;secteur de l'assurance
Économie et travail;fr;assurance* privée*
Économie et travail;fr;entreprise*
Économie et travail;fr;société*
Économie et travail;fr;antitrust
Économie et travail;fr;fix* des prix
Économie et travail;fr;responsab* limitée*
Économie et travail;fr;commanditaire*
Économie et travail;fr;petite* entreprise*
Économie et travail;fr;droit* d'auteur*
Économie et travail;fr;copyleft
Économie et travail;fr;brevet*
Économie et travail;fr;propriété* intellectuelle*
Économie et travail;fr;sécurité* d* consommatat*
Économie et travail;fr;tsx
Économie et travail;fr;agence* de notation
Affaires internationales et défense;fr;force* aérienne*
Affaires internationales et défense;fr;armée*
Affaires internationales et défense;fr;armée
Affaires internationales et défense;fr;bombe* atomique*
Affaires internationales et défense;fr;bombardement*
Affaires internationales et défense;fr;présence sur le terrain
Affaires internationales et défense;fr;forces canadiennes
Affaires internationales et défense;fr;cf-35
Affaires internationales et défense;fr;f-35
Affaires internationales et défense;fr;ncsm
Affaires internationales et défense;fr;nsm
Affaires internationales et défense;fr;sécurit* intérieure
Affaires internationales et défense;fr;agen* de renseignement*
Affaires internationales et défense;fr;serv* de renseignement*
Affaires internationales et défense;fr;joint strike fighter
Affaires internationales et défense;fr;militair*
Affaires internationales et défense;fr;missile*
Affaires internationales et défense;fr;défense* nationale*
Affaires internationales et défense;fr;otan
Affaires internationales et défense;fr;nava*
Affaires internationales et défense;fr;marine
Affaires internationales et défense;fr;zone* d'exclusion aérienne
Affaires internationales et défense;fr;organisation du traité de l'atlantique nord
Affaires internationales et défense;fr;bombe* nucléaire*
Affaires internationales et défense;fr;soldat*
Affaires internationales et défense;fr;troupe*
Affaires internationales et défense;fr;guerre*
Affaires internationales et défense;fr;arme*
Affaires internationales et défense;fr;sécurit* mutuelle*
Affaires internationales et défense;fr;sécurit* nationale*
Affaires internationales et défense;fr;espionnage*
Affaires internationales et défense;fr;contre-espionn*
Affaires internationales et défense;fr;contrôle des armes
Affaires internationales et défense;fr;réduction des armes
Affaires internationales et défense;fr;non-prolifération*
Affaires internationales et défense;fr;antiprolifération*
Affaires internationales et défense;fr;prolifération*
Affaires internationales et défense;fr;désarmement* nucléaire*
Affaires internationales et défense;fr;désarmement* chimique*
Affaires internationales et défense;fr;force* conventionnelle*
Affaires internationales et défense;fr;vétéran*
Affaires internationales et défense;fr;conscrit*
Affaires internationales et défense;fr;conscription*
Affaires internationales et défense;fr;maint* de la paix
Affaires internationales et défense;fr;uranium* enrichi*
Affaires internationales et défense;fr;adm
Technologie;fr;diffus*
Affaires internationales et défense;fr;bras canadien
Affaires internationales et défense;fr;contenu* canadien*
Affaires internationales et défense;fr;src
Affaires internationales et défense;fr;communications
Affaires internationales et défense;fr;ordinateur*
Affaires internationales et défense;fr;crtc
Affaires internationales et défense;fr;prévision* cyclonique*
Affaires internationales et défense;fr;avertissement* d'ouragan*
Affaires internationales et défense;fr;internet*
Affaires internationales et défense;fr;longue* distance*
Affaires internationales et défense;fr;météorolog*
Affaires internationales et défense;fr;nasa
Affaires internationales et défense;fr;nrcc
Affaires internationales et défense;fr;crsng
Affaires internationales et défense;fr;radio*
Affaires internationales et défense;fr;robotique*
Affaires internationales et défense;fr;satellite*
Affaires internationales et défense;fr;scienc*
Affaires internationales et défense;fr;scient*
Affaires internationales et défense;fr;semi-conduct*
Affaires internationales et défense;fr;agence* spatiale*
Affaires internationales et défense;fr;lancement* spatia*
Affaires internationales et défense;fr;polit* spatial*
Affaires internationales et défense;fr;supraconduct*
Affaires internationales et défense;fr;technolog*
Affaires internationales et défense;fr;télécom*
Affaires internationales et défense;fr;téléphone*
Affaires internationales et défense;fr;télévis*
Affaires internationales et défense;fr;prévision* de tornade*
Affaires internationales et défense;fr;avertissement* de tornade*
Affaires internationales et défense;fr;télé*
Affaires internationales et défense;fr;prévision* météorologique*
Affaires internationales et défense;fr;service* météo*
Affaires internationales et défense;fr;alerte* météo*
Affaires internationales et défense;fr;astronomie*
Affaires internationales et défense;fr;astronaute*
Affaires internationales et défense;fr;cosmonaute*
Affaires internationales et défense;fr;taikonaute*
Affaires internationales et défense;fr;agence spatiale européenne
Économie et travail;fr;balance de* paiement*
Économie et travail;fr;contrôle d* capita*
Économie et travail;fr;devise*
Économie et travail;fr;taux de change
Économie et travail;fr;export*
Économie et travail;fr;opération* de change
Économie et travail;fr;alena
Économie et travail;fr;importat*
Économie et travail;fr;tarif*
Économie et travail;fr;commerce extérieur
Économie et travail;fr;libre échange
Économie et travail;fr;commerce équitable
Économie et travail;fr;libre-échange
Économie et travail;fr;échange* internationa*
Économie et travail;fr;invest* internationa*
Économie et travail;fr;invest* étranger*
Économie et travail;fr;invest* direct* étranger*
Économie et travail;fr;mission* commerciale*
Économie et travail;fr;organisation mondiale du commerce
Économie et travail;fr;omc
Économie et travail;fr;accord* commercia*
Économie et travail;fr;embargo*
Économie et travail;fr;protectionis*
Économie et travail;fr;conflit* commercia*
Économie et travail;fr;désaccord* commercia*
Économie et travail;fr;guerre* commerciale*
Économie et travail;fr;différend* commercia*
Affaires internationales et défense;fr;al-qaïda
Affaires internationales et défense;fr;al-qaida
Affaires internationales et défense;fr;hamas
Affaires internationales et défense;fr;hezbollah
Affaires internationales et défense;fr;génocid*
Affaires internationales et défense;fr;globa*
Affaires internationales et défense;fr;ambassad*
Affaires internationales et défense;fr;commonwealth
Affaires internationales et défense;fr;consulat*
Affaires internationales et défense;fr;diplomatie*
Affaires internationales et défense;fr;diplomat*
Affaires internationales et défense;fr;ambass*
Affaires internationales et défense;fr;affaire* étrangère*
Affaires internationales et défense;fr;aide* étrangère*
Affaires internationales et défense;fr;polit* étrangère*
Affaires internationales et défense;fr;service* extérieur*
Affaires internationales et défense;fr;francophonie
Affaires internationales et défense;fr;g20
Affaires internationales et défense;fr;g8
Affaires internationales et défense;fr;groupe des 20
Affaires internationales et défense;fr;groupe des 8
Affaires internationales et défense;fr;groupe des huit
Affaires internationales et défense;fr;groupe des vingt
Affaires internationales et défense;fr;haut* commissaire*
Affaires internationales et défense;fr;affaire* internationale*
Affaires internationales et défense;fr;aide* internationale*
Affaires internationales et défense;fr;assistance* sanitaire* internationale*
Affaires internationales et défense;fr;assistance* internationale* en cas de catastrophe*
Affaires internationales et défense;fr;secour* international aux sinistrés
Affaires internationales et défense;fr;organisation des états américains
Affaires internationales et défense;fr;r2p
Affaires internationales et défense;fr;responsabilité de protéger
Affaires internationales et défense;fr;conseil de sécurité de l'onu
Affaires internationales et défense;fr;nations unies
Affaires internationales et défense;fr;commission internationale de la chasse à la baleine
Affaires internationales et défense;fr;aide* globale*
Affaires internationales et défense;fr;famine* mondiale*
Affaires internationales et défense;fr;population mondiale
Affaires internationales et défense;fr;fond* monétaire* internationa*
Affaires internationales et défense;fr;fmi
Affaires internationales et défense;fr;banque mondiale
Affaires internationales et défense;fr;unesco
Affaires internationales et défense;fr;cesnu
Affaires internationales et défense;fr;croix-rouge
Affaires internationales et défense;fr;médecins sans frontières
Affaires internationales et défense;fr;maintien de la paix
Affaires internationales et défense;fr;terroris*
Affaires internationales et défense;fr;passeport*
Affaires internationales et défense;fr;armée républicaine irlandaise
Affaires internationales et défense;fr;amnistie internationale
Affaires internationales et défense;fr;ocde
Affaires internationales et défense;fr;schengen
Affaires internationales et défense;fr;aide humanitaire
Affaires internationales et défense;fr;aide bilatérale
Affaires internationales et défense;fr;union européenne
Gouvernements et gouvernance;fr;vérificat* généra*
Gouvernements et gouvernance;fr;publicité* de campagne*
Gouvernements et gouvernance;fr;publicité* de campagne*
Gouvernements et gouvernance;fr;campagne* publicit*
Gouvernements et gouvernance;fr;financement* de* campagne*
Gouvernements et gouvernance;fr;réforme* de* campagne*
Gouvernements et gouvernance;fr;règlement* de* campagne*
Gouvernements et gouvernance;fr;postes canada
Gouvernements et gouvernance;fr;monnaie royale canadienne
Gouvernements et gouvernance;fr;recensement*
Gouvernements et gouvernance;fr;fonction* publique*
Gouvernements et gouvernance;fr;société* d'État
Gouvernements et gouvernance;fr;commémorati*
Gouvernements et gouvernance;fr;devise*
Gouvernements et gouvernance;fr;conflit* d'intérêt*
Gouvernements et gouvernance;fr;corrupt*
Gouvernements et gouvernance;fr;élections canada
Gouvernements et gouvernance;fr;nomination* fédérale*
Gouvernements et gouvernance;fr;bâtiment* fédéra*
Gouvernements et gouvernance;fr;consult* fédérale*
Gouvernements et gouvernance;fr;contrat* fédéra*
Gouvernements et gouvernance;fr;emploi* fédéra*
Gouvernements et gouvernance;fr;fête* fédérale*
Gouvernements et gouvernance;fr;bureau* fédéra*
Gouvernements et gouvernance;fr;propriété* fédérale*
Gouvernements et gouvernance;fr;statistique* fédérale*
Gouvernements et gouvernance;fr;bâtiment* des services étrangers
Gouvernements et gouvernance;fr;compte* gouvernementa*
Gouvernements et gouvernance;fr;nomination* gouvernementale*
Gouvernements et gouvernance;fr;bâtiment* du gouvernement
Gouvernements et gouvernance;fr;consult* gouvernement*
Gouvernements et gouvernance;fr;contrat* gouvernementa*
Gouvernements et gouvernance;fr;emploi* gouvernementa*
Gouvernements et gouvernance;fr;entreprise* gouvernementale*
Gouvernements et gouvernance;fr;éthique gouvernementale
Gouvernements et gouvernance;fr;bureau* d* gouvernement*
Gouvernements et gouvernance;fr;opération* gouvernementale*
Gouvernements et gouvernance;fr;surveillance* gouvernementale*
Gouvernements et gouvernance;fr;propriété* d* gouvernement*
Gouvernements et gouvernance;fr;statistique* gouvernementale*
Gouvernements et gouvernance;fr;courrie*
Gouvernements et gouvernance;fr;responsab* ministériel*
Gouvernements et gouvernance;fr;commission de la capitale nationale
Gouvernements et gouvernance;fr;procédure* parlementaire*
Gouvernements et gouvernance;fr;publicit* politique*
Gouvernements et gouvernance;fr;approvisionnement*
Gouvernements et gouvernance;fr;posta*
Gouvernements et gouvernance;fr;facteur*
Gouvernements et gouvernance;fr;bâtiment* public*
Gouvernements et gouvernance;fr;service* publique*
Gouvernements et gouvernance;fr;secteur* public*
Gouvernements et gouvernance;fr;période* de* questions
Gouvernements et gouvernance;fr;revenu canada
Gouvernements et gouvernance;fr;commission royale
Gouvernements et gouvernance;fr;statcan
Gouvernements et gouvernance;fr;statscan
Gouvernements et gouvernance;fr;statistique canada
Gouvernements et gouvernance;fr;débat* télé*
Gouvernements et gouvernance;fr;débat télévisé
Gouvernements et gouvernance;fr;secrétariat du conseil du trésor
Gouvernements et gouvernance;fr;registre* de* vote*
Terres publiques et agriculture;fr;aluminium*
Terres publiques et agriculture;fr;aluminium*
Terres publiques et agriculture;fr;coupe* à blanc
Terres publiques et agriculture;fr;cuivre*
Terres publiques et agriculture;fr;barrage*
Terres publiques et agriculture;fr;barrages
Terres publiques et agriculture;fr;diamant*
Terres publiques et agriculture;fr;musée* fédéra*
Terres publiques et agriculture;fr;contrôle* des inondations
Terres publiques et agriculture;fr;feu* de forêt*
Terres publiques et agriculture;fr;santé des forêts
Terres publiques et agriculture;fr;gestion* des forêts
Terres publiques et agriculture;fr;service* forestier*
Terres publiques et agriculture;fr;site* historique*
Terres publiques et agriculture;fr;plomb
Terres publiques et agriculture;fr;calcaire*
Terres publiques et agriculture;fr;monument* commémoratif*
Terres publiques et agriculture;fr;méta*
Terres publiques et agriculture;fr;parc* militaire*
Terres publiques et agriculture;fr;exploitation* minière*
Terres publiques et agriculture;fr;exploration* minière*
Terres publiques et agriculture;fr;ressource* minéral*
Terres publiques et agriculture;fr;remise* en état des mines
Terres publiques et agriculture;fr;exploitation* minière*
Terres publiques et agriculture;fr;parc* nationa*
Terres publiques et agriculture;fr;ressource* naturelle*
Terres publiques et agriculture;fr;obsidienne*
Terres publiques et agriculture;fr;mine* à ciel ouvert
Terres publiques et agriculture;fr;protection* d* parc*
Terres publiques et agriculture;fr;parc* canada
Terres publiques et agriculture;fr;construction* d* port*
Terres publiques et agriculture;fr;potasse*
Terres publiques et agriculture;fr;terre* publique*
Terres publiques et agriculture;fr;quartz*
Terres publiques et agriculture;fr;navigation de plaisance
Terres publiques et agriculture;fr;planification* des ressources
Terres publiques et agriculture;fr;sentier* panoramique*
Terres publiques et agriculture;fr;étain*
Terres publiques et agriculture;fr;turquoise*
Terres publiques et agriculture;fr;développement* aquifère*
Terres publiques et agriculture;fr;ressource* d'eau*
Terres publiques et agriculture;fr;réserve* naturelle*
Culture et nationalisme;fr;artist*
Culture et nationalisme;fr;livre*
Culture et nationalisme;fr;livres
Culture et nationalisme;fr;échecs
Culture et nationalisme;fr;patrimoine* canadien*
Culture et nationalisme;fr;diverti*
Culture et nationalisme;fr;littérature*
Culture et nationalisme;fr;musi*
Culture et nationalisme;fr;roman*
Culture et nationalisme;fr;olympiques
Culture et nationalisme;fr;jeux olympiques
Culture et nationalisme;fr;jeux panaméricains
Culture et nationalisme;fr;jeux pan-américains
Culture et nationalisme;fr;paralympiques
Culture et nationalisme;fr;jeux paralympiques
Culture et nationalisme;fr;sport*
Culture et nationalisme;fr;théâtre*
Culture et nationalisme;fr;théâtre*
Culture et nationalisme;fr;film*
Gouvernements et gouvernance;fr;gouvernement* municipa*
Gouvernements et gouvernance;fr;aménagement* d* territoire*
Gouvernements et gouvernance;fr;gouvernement* loca*
Gouvernements et gouvernance;fr;maire*
Gouvernements et gouvernance;fr;municipa*
Gouvernements et gouvernance;fr;premier* ministre*
Gouvernements et gouvernance;fr;province*
Gouvernements et gouvernance;fr;provincial*
Gouvernements et gouvernance;fr;nettoyage* de* rue*
Gouvernements et gouvernance;fr;nettoyage de rues
Gouvernements et gouvernance;fr;planification* urbaine*
Gouvernements et gouvernance;fr;zonage*
Gouvernements et gouvernance;fr;tcsss
Gouvernements et gouvernance;fr;conseil de la fédération
Gouvernements et gouvernance;fr;péréquation*
Gouvernements et gouvernance;fr;financement* de programme* établi*
Gouvernements et gouvernance;fr;financement* de programme* établi*
Gouvernements et gouvernance;fr;premier* ministre*
Gouvernements et gouvernance;fr;transfert* en santé et en services sociaux 
Gouvernements et gouvernance;fr;intergouvernement*
Gouvernements et gouvernance;fr;interprovinc*
Gouvernements et gouvernance;fr;formule* de financ* de* territoire*
Gouvernements et gouvernance;fr;fft
Gouvernements et gouvernance;fr;aboli* d* sénat*
Gouvernements et gouvernance;fr;aboli* d* sénat*
Gouvernements et gouvernance;fr;acte de l'amérique du nord britannique
Gouvernements et gouvernance;fr;accord de charlottetown
Gouvernements et gouvernance;fr;charte des droits
Gouvernements et gouvernance;fr;constitution*
Gouvernements et gouvernance;fr;division des pouvoirs
Gouvernements et gouvernance;fr;sénat élu
Gouvernements et gouvernance;fr;compétence* fédérale*
Gouvernements et gouvernance;fr;fédéralis*
Gouvernements et gouvernance;fr;lac meech
Gouvernements et gouvernance;fr;rapatrie* la constitution
Gouvernements et gouvernance;fr;rapatrie* de la constitution
Gouvernements et gouvernance;fr;compétence* provinciale*
Gouvernements et gouvernance;fr;nationalis* québécois*
Gouvernements et gouvernance;fr;abolition du sénat
Gouvernements et gouvernance;fr;réforme* d* sénat*
Gouvernements et gouvernance;fr;séparatis*
Gouvernements et gouvernance;fr;compétence* partagée*
Gouvernements et gouvernance;fr;souverainis*
Gouvernements et gouvernance;fr;souveraineté*
Gouvernements et gouvernance;fr;sénat* triple-e
Droits, libertés, minorités et discrimination;fr;autochtone*
Droits, libertés, minorités et discrimination;fr;algonquin*
Droits, libertés, minorités et discrimination;fr;amérindien*
Droits, libertés, minorités et discrimination;fr;anichinabé*
Droits, libertés, minorités et discrimination;fr;assiniboine
Droits, libertés, minorités et discrimination;fr;béothuk*
Droits, libertés, minorités et discrimination;fr;cayuga*
Droits, libertés, minorités et discrimination;fr;chipewyan*
Droits, libertés, minorités et discrimination;fr;comos
Droits, libertés, minorités et discrimination;fr;cowichan*
Droits, libertés, minorités et discrimination;fr;dunneze*
Droits, libertés, minorités et discrimination;fr;première* nation*
Droits, libertés, minorités et discrimination;fr;premières personnes
Droits, libertés, minorités et discrimination;fr;gwich'in
Droits, libertés, minorités et discrimination;fr;haïda*
Droits, libertés, minorités et discrimination;fr;huron
Droits, libertés, minorités et discrimination;fr;loi* sur les indiens
Droits, libertés, minorités et discrimination;fr;bureau aux affaires indiennes
Droits, libertés, minorités et discrimination;fr;innu*
Droits, libertés, minorités et discrimination;fr;inuit*
Droits, libertés, minorités et discrimination;fr;inuit*
Droits, libertés, minorités et discrimination;fr;inuktitut*
Droits, libertés, minorités et discrimination;fr;iroquois*
Droits, libertés, minorités et discrimination;fr;lenape*
Droits, libertés, minorités et discrimination;fr;malécite*
Droits, libertés, minorités et discrimination;fr;métis
Droits, libertés, minorités et discrimination;fr;micmac*
Droits, libertés, minorités et discrimination;fr;mohawk*
Droits, libertés, minorités et discrimination;fr;munsee*
Droits, libertés, minorités et discrimination;fr;na-dené
Droits, libertés, minorités et discrimination;fr;amérindien*
Droits, libertés, minorités et discrimination;fr;affaire* autochtone*
Droits, libertés, minorités et discrimination;fr;Odawa
Droits, libertés, minorités et discrimination;fr;ojibwé*
Droits, libertés, minorités et discrimination;fr;ojibwé*
Droits, libertés, minorités et discrimination;fr;oji-cri*
Droits, libertés, minorités et discrimination;fr;onneiout*
Droits, libertés, minorités et discrimination;fr;onondaga*
Droits, libertés, minorités et discrimination;fr;passamaquoddys
Droits, libertés, minorités et discrimination;fr;potéouatamis
Droits, libertés, minorités et discrimination;fr;sahtu*
Droits, libertés, minorités et discrimination;fr;salish
Droits, libertés, minorités et discrimination;fr;sénéca*
Droits, libertés, minorités et discrimination;fr;Secwepemc*
Droits, libertés, minorités et discrimination;fr;squamish
Droits, libertés, minorités et discrimination;fr;tagish
Droits, libertés, minorités et discrimination;fr;tlicho*
Droits, libertés, minorités et discrimination;fr;tlingit*
Droits, libertés, minorités et discrimination;fr;tuscarora*
Droits, libertés, minorités et discrimination;fr;tutchonis
Droits, libertés, minorités et discrimination;fr;wyandot*
Droits, libertés, minorités et discrimination;fr;couteaux-jaunes
Droits, libertés, minorités et discrimination;fr;adonaï
Droits, libertés, minorités et discrimination;fr;adventis*
Droits, libertés, minorités et discrimination;fr;agnostique*
Droits, libertés, minorités et discrimination;fr;alawite*
Droits, libertés, minorités et discrimination;fr;alévis*
Droits, libertés, minorités et discrimination;fr;allah
Droits, libertés, minorités et discrimination;fr;amish*
Droits, libertés, minorités et discrimination;fr;anabaptis*
Droits, libertés, minorités et discrimination;fr;anglican*
Droits, libertés, minorités et discrimination;fr;antisémit*
Droits, libertés, minorités et discrimination;fr;athéis*
Droits, libertés, minorités et discrimination;fr;bahai*
Droits, libertés, minorités et discrimination;fr;bahaï*
Droits, libertés, minorités et discrimination;fr;baptis*
Droits, libertés, minorités et discrimination;fr;bible*
Droits, libertés, minorités et discrimination;fr;biblique*
Droits, libertés, minorités et discrimination;fr;hindou*
Droits, libertés, minorités et discrimination;fr;bouddh*
Droits, libertés, minorités et discrimination;fr;calvinis*
Droits, libertés, minorités et discrimination;fr;catholique*
Droits, libertés, minorités et discrimination;fr;christiani*
Droits, libertés, minorités et discrimination;fr;chrétien*
Droits, libertés, minorités et discrimination;fr;église*
Droits, libertés, minorités et discrimination;fr;congrégation*
Droits, libertés, minorités et discrimination;fr;croisade*
Droits, libertés, minorités et discrimination;fr;daoïsme*
Droits, libertés, minorités et discrimination;fr;druze*
Droits, libertés, minorités et discrimination;fr;réforme hollandaise
Droits, libertés, minorités et discrimination;fr;orthodoxe* orienta*
Droits, libertés, minorités et discrimination;fr;épiscopal*
Droits, libertés, minorités et discrimination;fr;évangéli*
Droits, libertés, minorités et discrimination;fr;dieu
Droits, libertés, minorités et discrimination;fr;grec* orthodoxe*
Droits, libertés, minorités et discrimination;fr;hajj
Droits, libertés, minorités et discrimination;fr;halal
Droits, libertés, minorités et discrimination;fr;halakha
Droits, libertés, minorités et discrimination;fr;halakha
Droits, libertés, minorités et discrimination;fr;halal
Droits, libertés, minorités et discrimination;fr;haram
Droits, libertés, minorités et discrimination;fr;huguenot*
Droits, libertés, minorités et discrimination;fr;iman*
Droits, libertés, minorités et discrimination;fr;islam*
Droits, libertés, minorités et discrimination;fr;ismaélis*
Droits, libertés, minorités et discrimination;fr;jéhovah
Droits, libertés, minorités et discrimination;fr;juif*
Droits, libertés, minorités et discrimination;fr;jihad*
Droits, libertés, minorités et discrimination;fr;judais*
Droits, libertés, minorités et discrimination;fr;coran*
Droits, libertés, minorités et discrimination;fr;kascher
Droits, libertés, minorités et discrimination;fr;luthérien*
Droits, libertés, minorités et discrimination;fr;mahayana*
Droits, libertés, minorités et discrimination;fr;maronite*
Droits, libertés, minorités et discrimination;fr;mennonite*
Droits, libertés, minorités et discrimination;fr;méthodis*
Droits, libertés, minorités et discrimination;fr;mormon*
Droits, libertés, minorités et discrimination;fr;mosque*
Droits, libertés, minorités et discrimination;fr;musulman*
Droits, libertés, minorités et discrimination;fr;non croyant*
Droits, libertés, minorités et discrimination;fr;pentecôt*
Droits, libertés, minorités et discrimination;fr;torah*
Droits, libertés, minorités et discrimination;fr;pape*
Droits, libertés, minorités et discrimination;fr;prière*
Droits, libertés, minorités et discrimination;fr;presbytér*
Droits, libertés, minorités et discrimination;fr;prêtre*
Droits, libertés, minorités et discrimination;fr;protestant*
Droits, libertés, minorités et discrimination;fr;quaker*
Droits, libertés, minorités et discrimination;fr;qu'ran*
Droits, libertés, minorités et discrimination;fr;rabbin*
Droits, libertés, minorités et discrimination;fr;rastafari*
Droits, libertés, minorités et discrimination;fr;religio*
Droits, libertés, minorités et discrimination;fr;russe* orthodoxe*
Droits, libertés, minorités et discrimination;fr;saint*
Droits, libertés, minorités et discrimination;fr;salafi*
Droits, libertés, minorités et discrimination;fr;charia
Droits, libertés, minorités et discrimination;fr;charia
Droits, libertés, minorités et discrimination;fr;chiism*
Droits, libertés, minorités et discrimination;fr;chiism*
Droits, libertés, minorités et discrimination;fr;chiite*
Droits, libertés, minorités et discrimination;fr;chiite*
Droits, libertés, minorités et discrimination;fr;shinto*
Droits, libertés, minorités et discrimination;fr;sikh*
Droits, libertés, minorités et discrimination;fr;soufi*
Droits, libertés, minorités et discrimination;fr;sunni*
Droits, libertés, minorités et discrimination;fr;synagogue*
Droits, libertés, minorités et discrimination;fr;taoïs*
Droits, libertés, minorités et discrimination;fr;temple*
Droits, libertés, minorités et discrimination;fr;théis*
Droits, libertés, minorités et discrimination;fr;theravada*
Droits, libertés, minorités et discrimination;fr;torah*
Droits, libertés, minorités et discrimination;fr;ouléma*
Droits, libertés, minorités et discrimination;fr;unitarien*
Droits, libertés, minorités et discrimination;fr;universalis*
Droits, libertés, minorités et discrimination;fr;vatican*
Droits, libertés, minorités et discrimination;fr;yahvé
Droits, libertés, minorités et discrimination;fr;zoroastrien*
Économie et travail;fr;choc* sur la demande
Économie et travail;fr;politique* de la demande
Économie et travail;fr;indic* de gini
Économie et travail;fr;dépense* du gouvernement
Économie et travail;fr;redistribution* des revenus
Économie et travail;fr;chôm*
Économie et travail;fr;imposition*
Économie et travail;fr;prêteur* de dernier instance
Droits, libertés, minorités et discrimination;fr;validisme*
Droits, libertés, minorités et discrimination;fr;égalité* des droits
Droits, libertés, minorités et discrimination;fr;voil*
Droits, libertés, minorités et discrimination;fr;droit* de l'homme
Santé et services sociaux;fr; supplément* de vitamines
Terres publiques et agriculture;fr;bœuf*
Terres publiques et agriculture;fr;déforest*
Terres publiques et agriculture;fr;reforest*
Économie et travail;fr;main*d'*uvre
Économie et travail;fr;salaire*
Économie et travail;fr; gréviste*
Éducation;fr;gradué*
Éducation;fr;centre* de la petite enfance
Éducation;fr;scolaire*
Éducation;fr;métier*
Éducation;fr;stage*
Éducation;fr;cursu*
Environnement et énergie;fr;taxe* sur le carbone
Environnement et énergie;fr;déforest*
Environnement et énergie;fr;extinct*
Environnement et énergie;fr;niveau* de la mer
Environnement et énergie;fr;matière* dangereuse*
Environnement et énergie;fr;carburant* de biomasse
Terres publiques et agriculture;fr;aiglefin*
Économie et travail;fr;autobus public*
Économie et travail;fr;garde-côt*
Économie et travail;fr;bouchon*
Économie et travail;fr;bicyclette*
Loi et crime;fr;enlèv*
Loi et crime;fr;peine* capitale*
Loi et crime;fr;reconn* coupable*
Loi et crime;fr;inculp*
Loi et crime;fr;application* de la loi
Loi et crime;fr;méfait*
Loi et crime;fr;libération* conditionnelle*
Loi et crime;fr;plaignant*
Loi et crime;fr;traquiant*
Loi et crime;fr;abus d*enfant*
Loi et crime;fr;arme* à feu interdite*
Loi et crime;fr;billet* contrefait*
Loi et crime;fr;jeune* contrevenant*
Santé et services sociaux;fr;refuge*
Santé et services sociaux;fr;mère* seule*
Santé et services sociaux;fr;parent* seul*
Économie et travail;fr;banqueroute*
Économie et travail;fr;fonds spéculatif*
Économie et travail;fr;compte* d'épargne
Économie et travail;fr;corporati*
Affaires internationales et défense;fr;armée* de l'air
Affaires internationales et défense;fr;recrue*
Technologie;fr;transm*
Technologie;fr;informatique*
Technologie;fr;bulletin* d'ouragan*
Technologie;fr;alerte* d'ouragan*
Technologie;fr;alerte* de tornade*
Technologie;fr;avertissement* météo*
Économie et travail;fr;unité* monétaire*
Économie et travail;fr;litige* commercia*
Affaires internationales et défense;fr;fournisseur* étranger* de service*
Affaires internationales et défense;fr;aide* internationale* à la santé
Affaires internationales et défense;fr;opération* internationale* de secour*
Affaires internationales et défense;fr;crise* alimentaire* mondiale*
Affaires internationales et défense;fr;aide* humanitaire*
Affaires internationales et défense;fr;aide* bilatérale*
Gouvernements et gouvernance;fr;régulation* de* campagne*
Gouvernements et gouvernance;fr;corromp*
Gouvernements et gouvernance;fr;gouvernement* responsab*
Gouvernements et gouvernance;fr;acquisition*
Gouvernements et gouvernance;fr;postier*
Gouvernements et gouvernance;fr;inscription* des électeurs
Terres publiques et agriculture;fr;prospection* minière*
Terres publiques et agriculture;fr;régénération* des mines
Terres publiques et agriculture;fr;sentier* pittoresque*
Terres publiques et agriculture;fr;aménagement* de* eau*
Terres publiques et agriculture;fr;ressource* en eau*
Terres publiques et agriculture;fr;zone* de nature sauvage
Culture et nationalisme;fr;ouvrage*
Gouvernements et gouvernance;fr;inter-gouvernement*
Gouvernements et gouvernance;fr;aboli* l* sénat*
Gouvernements et gouvernance;fr;aboli* l* sénat*
Droits, libertés, minorités et discrimination;fr;onontagué*
Droits, libertés, minorités et discrimination;fr;non-croyant*
Économie et travail;fr;plein-emploi
Économie et travail;fr;prix des aliments
Économie et travail;fr;bretton-woods
Économie et travail;fr;étalon or
Économie et travail;fr;cout de la vie
Économie et travail;fr;taxe
Économie et travail;fr;impôts
Droits, libertés, minorités et discrimination;fr;personnes racisées
Droits, libertés, minorités et discrimination;fr;personne racisée
agriculture;fr;e coli
Économie et travail;fr;main-d'oeuvre
Environnement et énergie;fr;énergie marine
Loi et crime;fr;protection des enfants
Économie et travail;fr;garde de l'enfant
Économie et travail;fr;abus des aînés
Économie et travail;fr;traite des êtres humains
Santé et services sociaux;fr;assurance-emploi
Santé et services sociaux;fr;aide sociale
Santé et services sociaux;fr;détresse sociale
Économie et travail;fr;industrie de l'assurance
Technologie;fr;radio-canada
Affaires internationales et défense;fr;croix rouge
constitutional_natl_unity;fr;séparation des pouvoirs
Droits, libertés, minorités et discrimination;fr;bureau des affaires indiennes
Droits, libertés, minorités et discrimination;fr;outaouais
Droits, libertés, minorités et discrimination;fr;qonasqamkuk
Droits, libertés, minorités et discrimination;fr;poutouatamis
Droits, libertés, minorités et discrimination;fr;tagish Khwáan
Éducation;fr;6 e année
Environnement et énergie;fr;énergie des océans
Droits, libertés, minorités et discrimination;fr;maltraitance des aînés
Droits, libertés, minorités et discrimination;fr;wendat
Droits, libertés, minorités et discrimination;fr;peskotomuhkati
